央视,#genre#
湖南卫视,http://60.220.167.243:8085/rtp/226.0.2.33:8176
东方卫视,http://60.220.167.243:8085/rtp/226.0.2.34:8184
辽宁卫视,http://60.220.167.243:8085/rtp/226.0.2.35:8192
浙江卫视,http://60.220.167.243:8085/rtp/226.0.2.36:8200
安徽卫视,http://60.220.167.243:8085/rtp/226.0.2.37:8208
江苏卫视,http://60.220.167.243:8085/rtp/226.0.2.38:8216
北京卫视,http://60.220.167.243:8085/rtp/226.0.2.39:8224
东南卫视,http://60.220.167.243:8085/rtp/226.0.2.40:8232
四川卫视,http://60.220.167.243:8085/rtp/226.0.2.42:8248
贵州卫视,http://60.220.167.243:8085/rtp/226.0.2.43:8256
广东卫视,http://60.220.167.243:8085/rtp/226.0.2.45:8272
广西卫视,http://60.220.167.243:8085/rtp/226.0.2.46:8280
深圳卫视,http://60.220.167.243:8085/rtp/226.0.2.47:8288
黑龙江卫视,http://60.220.167.243:8085/rtp/226.0.2.48:8296
湖北卫视,http://60.220.167.243:8085/rtp/226.0.2.49:8304
重庆卫视,http://60.220.167.243:8085/rtp/226.0.2.50:8312
山东卫视,http://60.220.167.243:8085/rtp/226.0.2.51:8320
河南卫视,http://60.220.167.243:8085/rtp/226.0.2.52:8328
陕西卫视,http://60.220.167.243:8085/rtp/226.0.2.53:8336
江西卫视,http://60.220.167.243:8085/rtp/226.0.2.54:8344
甘肃卫视,http://60.220.167.243:8085/rtp/226.0.2.55:8352
天津卫视,http://60.220.167.243:8085/rtp/226.0.2.56:8360
吉林卫视,http://60.220.167.243:8085/rtp/226.0.2.58:8376
青海卫视,http://60.220.167.243:8085/rtp/226.0.2.59:8384
云南卫视,http://60.220.167.243:8085/rtp/226.0.2.60:8392
海南卫视,http://60.220.167.243:8085/rtp/226.0.2.61:8400
兵团卫视,http://60.220.167.243:8085/rtp/226.0.2.62:8408
内蒙古卫视,http://60.220.167.243:8085/rtp/226.0.2.63:8416
宁夏卫视,http://60.220.167.243:8085/rtp/226.0.2.64:8424
河北卫视,http://60.220.167.243:8085/rtp/226.0.2.65:8432
西藏卫视,http://60.220.167.243:8085/rtp/226.0.2.66:8440
新疆卫视,http://60.220.167.243:8085/rtp/226.0.2.67:8448
东南卫视,http://60.220.167.243:8085/rtp/226.0.2.188:9416
河南卫视,http://60.220.167.243:8085/rtp/226.0.2.195:9472
江西卫视,http://60.220.167.243:8085/rtp/226.0.2.198:9496
吉林卫视,http://60.220.167.243:8085/rtp/226.0.2.199:9504
海南卫视,http://60.220.167.243:8085/rtp/226.0.2.212:9608
广西卫视,http://60.220.167.243:8085/rtp/226.0.2.231:9760
河南卫视,http://123.13.247.39:4000/rtp/225.1.4.98:1127
湖南卫视,http://123.13.247.39:4000/rtp/225.1.4.82:1111
江苏卫视,http://123.13.247.39:4000/rtp/225.1.4.83:1112
浙江卫视,http://123.13.247.39:4000/rtp/225.1.4.84:1113
北京卫视,http://123.13.247.39:4000/rtp/225.1.4.81:1110
东方卫视,http://123.13.247.39:4000/rtp/225.1.4.85:1114
天津卫视,http://123.13.247.39:4000/rtp/225.1.4.86:1115
山东卫视,http://123.13.247.39:4000/rtp/225.1.4.88:1117
安徽卫视,http://123.13.247.39:4000/rtp/225.1.4.87:1116
深圳卫视,http://123.13.247.39:4000/rtp/225.1.4.90:1119
江西卫视,http://123.13.247.39:4000/rtp/225.1.4.139:1305
湖北卫视,http://123.13.247.39:4000/rtp/225.1.4.89:1118
四川卫视,http://123.13.247.39:4000/rtp/225.1.4.151:1306
黑龙江卫视,http://123.13.247.39:4000/rtp/225.1.4.91:1120
云南卫视,http://123.13.247.39:4000/rtp/225.1.4.152:1307
贵州卫视,http://123.13.247.39:4000/rtp/225.1.4.122:1302
辽宁卫视,http://123.13.247.39:4000/rtp/225.1.4.167:1208
东南卫视,http://123.13.247.39:4000/rtp/225.1.4.228:1274
重庆卫视,http://123.13.247.39:4000/rtp/225.1.4.157:1308
广东卫视,http://123.13.247.39:4000/rtp/225.1.4.166:1207
广西卫视,http://123.13.247.39:4000/rtp/225.1.4.31:1060
河北卫视,http://123.13.247.39:4000/rtp/225.1.4.123:1304
海南卫视,http://123.13.247.39:4000/rtp/225.1.4.25:1054
吉林卫视,http://123.13.247.39:4000/rtp/225.1.4.174:1309
山西卫视,http://123.13.247.39:4000/rtp/225.1.4.38:1067
陕西卫视,http://123.13.247.39:4000/rtp/225.1.4.39:1068
甘肃卫视,http://123.13.247.39:4000/rtp/225.1.4.42:1071
宁夏卫视,http://123.13.247.39:4000/rtp/225.1.4.43:1072
青海卫视,http://123.13.247.39:4000/rtp/225.1.4.44:1073
内蒙古卫视,http://123.13.247.39:4000/rtp/225.1.4.45:1074
西藏卫视,http://123.13.247.39:4000/rtp/225.1.4.46:1075
新疆卫视,http://123.13.247.39:4000/rtp/225.1.4.47:1076
厦门卫视,http://123.13.247.39:4000/rtp/225.1.4.95:1124
兵团卫视,http://123.13.247.39:4000/rtp/225.1.4.97:1126
三沙卫视,http://123.13.247.39:4000/rtp/225.1.4.234:1280
海南卫视,http://123.13.247.39:4000/rtp/225.1.4.195:1310
河南卫视,http://123.13.247.39:4000/rtp/225.1.4.51:1080
浙江卫视,http://123.13.247.39:4000/rtp/225.1.4.19:1048
东方卫视,http://123.13.247.39:4000/rtp/225.1.4.22:1051
天津卫视,http://123.13.247.39:4000/rtp/225.1.4.24:1053
安徽卫视,http://123.13.247.39:4000/rtp/225.1.4.20:1049
山东卫视,http://123.13.247.39:4000/rtp/225.1.4.27:1056
湖北卫视,http://123.13.247.39:4000/rtp/225.1.4.35:1064
深圳卫视,http://123.13.247.39:4000/rtp/225.1.4.23:1052
黑龙江卫视,http://123.13.247.39:4000/rtp/225.1.4.28:1057
北京卫视,http://123.13.247.39:4000/rtp/225.1.4.21:1050
湖南卫视,http://123.13.247.39:4000/rtp/225.1.4.17:1046
江苏卫视,http://123.13.247.39:4000/rtp/225.1.4.18:1047
广东卫视,http://123.13.247.39:4000/rtp/225.1.4.30:1059
辽宁卫视,http://123.13.247.39:4000/rtp/225.1.4.26:1055
东南卫视,http://123.13.247.39:4000/rtp/225.1.4.32:1061
贵州卫视,http://123.13.247.39:4000/rtp/225.1.4.41:1070
河北卫视,http://123.13.247.39:4000/rtp/225.1.4.34:1063
江西卫视,http://123.13.247.39:4000/rtp/225.1.4.37:1066
四川卫视,http://123.13.247.39:4000/rtp/225.1.4.40:1069
云南卫视,http://123.13.247.39:4000/rtp/225.1.4.33:1062
重庆卫视,http://123.13.247.39:4000/rtp/225.1.4.29:1058
吉林卫视,http://123.13.247.39:4000/rtp/225.1.4.36:1065
河南卫视4K,http://123.13.247.39:4000/rtp/225.1.4.254:1300
安徽卫视,http://220.178.185.180:4000/rtp/238.1.79.27:4328
北京卫视,http://220.178.185.180:4000/rtp/238.1.78.162:7168
天津卫视,http://220.178.185.180:4000/rtp/238.1.78.20:6088
重庆卫视,http://220.178.185.180:4000/rtp/238.1.78.31:6176
东方卫视,http://220.178.185.180:4000/rtp/238.1.78.163:7176
安徽卫视,http://220.178.185.180:4000/rtp/238.1.78.150:7072
江苏卫视,http://220.178.185.180:4000/rtp/238.1.78.165:7192
浙江卫视,http://220.178.185.180:4000/rtp/238.1.78.164:7184
黑龙江卫视,http://220.178.185.180:4000/rtp/238.1.78.159:7144
吉林卫视,http://220.178.185.180:4000/rtp/238.1.79.48:4496
辽宁卫视,http://220.178.185.180:4000/rtp/238.1.78.21:6096
东南卫视,http://220.178.185.180:4000/rtp/238.1.78.22:6104
四川卫视,http://220.178.185.180:4000/rtp/238.1.78.30:6168
江西卫视,http://220.178.185.180:4000/rtp/238.1.78.26:6136
广东卫视,http://220.178.185.180:4000/rtp/238.1.78.161:7160
海南卫视,http://220.178.185.180:4000/rtp/238.1.79.49:4504
湖北卫视,http://220.178.185.180:4000/rtp/238.1.78.168:7216
湖南卫视,http://220.178.185.180:4000/rtp/238.1.78.160:7152
贵州卫视,http://220.178.185.180:4000/rtp/238.1.78.244:7824
河北卫视,http://220.178.185.180:4000/rtp/238.1.78.245:7832
河南卫视,http://220.178.185.180:4000/rtp/238.1.79.65:4632
山东卫视,http://220.178.185.180:4000/rtp/238.1.78.169:7224
甘肃卫视,http://220.178.185.180:4000/rtp/238.1.79.36:4400
陕西卫视,http://220.178.185.180:4000/rtp/238.1.78.88:6576
云南卫视,http://220.178.185.180:4000/rtp/238.1.78.89:6584
山西卫视,http://220.178.185.180:4000/rtp/238.1.78.95:6632
青海卫视,http://220.178.185.180:4000/rtp/238.1.78.102:6688
广西卫视,http://220.178.185.180:4000/rtp/238.1.78.70:6432
内蒙古卫视,http://220.178.185.180:4000/rtp/238.1.78.103:6696
宁夏卫视,http://220.178.185.180:4000/rtp/238.1.78.109:6744
新疆卫视,http://220.178.185.180:4000/rtp/238.1.78.110:6752
西藏卫视,http://220.178.185.180:4000/rtp/238.1.78.101:6680
深圳卫视,http://220.178.185.180:4000/rtp/238.1.78.156:7120
兵团卫视,http://220.178.185.180:4000/rtp/238.1.78.104:6704
三沙卫视,http://220.178.185.180:4000/rtp/238.1.78.27:6144
厦门卫视,http://220.178.185.180:4000/rtp/238.1.78.246:7840
山东教育卫视,http://220.178.185.180:4000/rtp/238.1.78.254:7904
湖南卫视,http://123.145.74.187:8004/udp/225.0.4.75:7980
浙江卫视,http://123.145.74.187:8004/udp/225.0.4.81:7980
江苏卫视,http://123.145.74.187:8004/udp/225.0.4.79:7980
安徽卫视,http://123.145.74.187:8004/udp/225.0.4.133:7980
广东卫视,http://123.145.74.187:8004/udp/225.0.4.84:7980
北京卫视,http://123.145.74.187:8004/udp/225.0.4.78:7980
天津卫视,http://123.145.74.187:8004/udp/225.0.4.82:7980
辽宁卫视,http://123.145.74.187:8004/udp/225.0.4.98:7980
东方卫视,http://123.145.74.187:8004/udp/225.0.4.80:7980
河北卫视,http://123.145.74.187:8004/udp/225.0.4.174:7980
贵州卫视,http://123.145.74.187:8004/udp/225.0.4.175:7980
山东卫视,http://123.145.74.187:8004/udp/225.0.4.199:7980
东南卫视,http://123.145.74.187:8004/udp/225.0.4.200:7980
黑龙江卫视,http://123.145.74.187:8004/udp/225.0.4.201:7980
深圳卫视,http://123.145.74.187:8004/udp/225.0.4.202:7980
江西卫视,http://123.145.74.187:8004/udp/225.0.4.203:7980
四川卫视,http://123.145.74.187:8004/udp/225.0.4.204:7980
重庆卫视,http://123.145.74.187:8004/udp/225.0.4.187:7980
浙江卫视,http://183.141.109.16:8686/rtp/233.50.201.100:5140
深圳卫视,http://183.141.109.16:8686/rtp/233.50.201.101:5140
广东卫视,http://183.141.109.16:8686/rtp/233.50.201.102:5140
湖南卫视,http://183.141.109.16:8686/rtp/233.50.201.103:5140
天津卫视,http://183.141.109.16:8686/rtp/233.50.201.104:5140
山东卫视,http://183.141.109.16:8686/rtp/233.50.201.105:5140
江苏卫视,http://183.141.109.16:8686/rtp/233.50.201.106:5140
北京卫视,http://183.141.109.16:8686/rtp/233.50.201.107:5140
四川卫视,http://183.141.109.16:8686/rtp/233.50.201.139:5140
河北卫视,http://183.141.109.16:8686/rtp/233.50.201.140:5140
辽宁卫视,http://183.141.109.16:8686/rtp/233.50.201.141:5140
贵州卫视,http://183.141.109.16:8686/rtp/233.50.201.142:5140
重庆卫视,http://183.141.109.16:8686/rtp/233.50.201.143:5140
河南卫视,http://183.141.109.16:8686/rtp/233.50.201.144:5140
江西卫视,http://183.141.109.16:8686/rtp/233.50.201.145:5140
东南卫视,http://183.141.109.16:8686/rtp/233.50.201.146:5140
安徽卫视,http://183.141.109.16:8686/rtp/233.50.201.113:5140
湖北卫视,http://183.141.109.16:8686/rtp/233.50.201.114:5140
黑龙江卫视,http://183.141.109.16:8686/rtp/233.50.201.115:5140
东方卫视,http://183.141.109.16:8686/rtp/233.50.201.125:5140
内蒙古卫视,http://183.141.109.16:8686/rtp/233.50.201.148:5140
甘肃卫视,http://183.141.109.16:8686/rtp/233.50.201.149:5140
海南卫视,http://183.141.109.16:8686/rtp/233.50.201.55:5140
青海卫视,http://183.141.109.16:8686/rtp/233.50.201.65:5140
西藏卫视,http://183.141.109.16:8686/rtp/233.50.201.70:5140
陕西卫视,http://183.141.109.16:8686/rtp/233.50.201.59:5140
兵团卫视,http://183.141.109.16:8686/rtp/233.50.201.72:5140
山西卫视,http://183.141.109.16:8686/rtp/233.50.201.51:5140
宁夏卫视,http://183.141.109.16:8686/rtp/233.50.201.57:5140
广西卫视,http://183.141.109.16:8686/rtp/233.50.201.49:5140
云南卫视,http://183.141.109.16:8686/rtp/233.50.201.46:5140
吉林卫视,http://183.141.109.16:8686/rtp/233.50.201.48:5140
凤凰卫视中文,http://183.141.109.16:8686/rtp/233.50.200.191:5140
凤凰卫视资讯,http://183.141.109.16:8686/rtp/233.50.200.192:5140
广东卫视,http://116.18.38.152:8888/udp/239.77.1.19:5146
广东卫视,http://116.18.38.152:8888/udp/239.77.1.152:5146
广东卫视,http://116.18.38.152:8888/udp/239.77.0.84:5146
广东卫视,http://116.18.38.152:8888/udp/239.77.0.166:5146
大湾区卫视,http://116.18.38.152:8888/udp/239.77.0.215:5146
广东卫视,http://116.18.38.152:8888/udp/239.77.0.2:5146
广东卫视,http://116.18.38.152:8888/udp/239.77.1.2:5146
大湾区卫视,http://116.18.38.152:8888/udp/239.77.0.9:5146
大湾区卫视,http://116.18.38.152:8888/udp/239.77.1.12:5146
深圳卫视,http://116.18.38.152:8888/udp/239.77.0.55:5146
深圳卫视,http://116.18.38.152:8888/udp/239.77.1.21:5146
深圳卫视,http://116.18.38.152:8888/udp/239.77.1.3:5146
深圳卫视,http://116.18.38.152:8888/udp/239.77.1.148:5146
深圳卫视,http://116.18.38.152:8888/udp/239.77.0.92:5146
深圳卫视,http://116.18.38.152:8888/udp/239.77.0.130:5146
湖南卫视,http://116.18.38.152:8888/udp/239.77.0.46:5146
湖南卫视,http://116.18.38.152:8888/udp/239.77.1.29:5146
湖南卫视,http://116.18.38.152:8888/udp/239.77.1.5:5146
湖南卫视,http://116.18.38.152:8888/udp/239.77.1.129:5146
湖南卫视,http://116.18.38.152:8888/udp/239.77.0.88:5146
湖南卫视,http://116.18.38.152:8888/udp/239.77.0.127:5146
浙江卫视,http://116.18.38.152:8888/udp/239.77.0.47:5146
浙江卫视,http://116.18.38.152:8888/udp/239.77.1.32:5146
浙江卫视,http://116.18.38.152:8888/udp/239.77.1.33:5146
浙江卫视,http://116.18.38.152:8888/udp/239.77.1.150:5146
浙江卫视,http://116.18.38.152:8888/udp/239.77.0.89:5146
浙江卫视,http://116.18.38.152:8888/udp/239.77.0.125:5146
江苏卫视,http://116.18.38.152:8888/udp/239.77.0.48:5146
江苏卫视,http://116.18.38.152:8888/udp/239.77.1.40:5146
江苏卫视,http://116.18.38.152:8888/udp/239.77.1.18:5146
江苏卫视,http://116.18.38.152:8888/udp/239.77.1.149:5146
江苏卫视,http://116.18.38.152:8888/udp/239.77.0.90:5146
江苏卫视,http://116.18.38.152:8888/udp/239.77.0.126:5146
东方卫视,http://116.18.38.152:8888/udp/239.77.0.49:5146
东方卫视,http://116.18.38.152:8888/udp/239.77.1.48:5146
东方卫视,http://116.18.38.152:8888/udp/239.77.1.218:5146
东方卫视,http://116.18.38.152:8888/udp/239.77.1.156:5146
东方卫视,http://116.18.38.152:8888/udp/239.77.0.98:5146
安徽卫视,http://116.18.38.152:8888/udp/239.77.0.50:5146
安徽卫视,http://116.18.38.152:8888/udp/239.77.1.13:5146
安徽卫视,http://116.18.38.152:8888/udp/239.77.1.92:5146
安徽卫视,http://116.18.38.152:8888/udp/239.77.1.157:5146
安徽卫视,http://116.18.38.152:8888/udp/239.77.0.183:5146
北京卫视,http://116.18.38.152:8888/udp/239.77.0.51:5146
北京卫视,http://116.18.38.152:8888/udp/239.77.1.14:5146
北京卫视,http://116.18.38.152:8888/udp/239.77.1.4:5146
北京卫视,http://116.18.38.152:8888/udp/239.77.1.151:5146
北京卫视,http://116.18.38.152:8888/udp/239.77.0.91:5146
天津卫视,http://116.18.38.152:8888/udp/239.77.0.52:5146
天津卫视,http://116.18.38.152:8888/udp/239.77.1.37:5146
天津卫视,http://116.18.38.152:8888/udp/239.77.1.141:5146
天津卫视,http://116.18.38.152:8888/udp/239.77.1.182:5146
天津卫视,http://116.18.38.152:8888/udp/239.77.0.97:5146
天津卫视,http://116.18.38.152:8888/udp/239.77.0.131:5146
山东卫视,http://116.18.38.152:8888/udp/239.77.0.53:5146
山东卫视,http://116.18.38.152:8888/udp/239.77.1.66:5146
山东卫视,http://116.18.38.152:8888/udp/239.77.1.142:5146
山东卫视,http://116.18.38.152:8888/udp/239.77.1.153:5146
山东卫视,http://116.18.38.152:8888/udp/239.77.0.94:5146
山东卫视,http://116.18.38.152:8888/udp/239.77.0.132:5146
江西卫视,http://116.18.38.152:8888/udp/239.77.0.54:5146
江西卫视,http://116.18.38.152:8888/udp/239.77.1.73:5146
江西卫视,http://116.18.38.152:8888/udp/239.77.1.219:5146
江西卫视,http://116.18.38.152:8888/udp/239.77.0.149:5146
湖北卫视,http://116.18.38.152:8888/udp/239.77.0.56:5146
湖北卫视,http://116.18.38.152:8888/udp/239.77.1.44:5146
湖北卫视,http://116.18.38.152:8888/udp/239.77.1.93:5146
湖北卫视,http://116.18.38.152:8888/udp/239.77.1.174:5146
湖北卫视,http://116.18.38.152:8888/udp/239.77.0.95:5146
湖北卫视,http://116.18.38.152:8888/udp/239.77.0.128:5146
辽宁卫视,http://116.18.38.152:8888/udp/239.77.0.57:5146
辽宁卫视,http://116.18.38.152:8888/udp/239.77.1.62:5146
辽宁卫视,http://116.18.38.152:8888/udp/239.77.1.103:5146
辽宁卫视,http://116.18.38.152:8888/udp/239.77.0.123:5146
辽宁卫视),http://116.18.38.152:8888/udp/239.77.0.161:5146
黑龙江卫视,http://116.18.38.152:8888/udp/239.77.0.58:5146
黑龙江卫视,http://116.18.38.152:8888/udp/239.77.1.71:5146
黑龙江卫视,http://116.18.38.152:8888/udp/239.77.1.6:5146
黑龙江卫视,http://116.18.38.152:8888/udp/239.77.1.179:5146
黑龙江卫视,http://116.18.38.152:8888/udp/239.77.0.93:5146
黑龙江卫视,http://116.18.38.152:8888/udp/239.77.0.124:5146
贵州卫视,http://116.18.38.152:8888/udp/239.77.0.59:5146
贵州卫视,http://116.18.38.152:8888/udp/239.77.1.61:5146
贵州卫视,http://116.18.38.152:8888/udp/239.77.1.221:5146
贵州卫视,http://116.18.38.152:8888/udp/239.77.0.230:5146
四川卫视,http://116.18.38.152:8888/udp/239.77.0.60:5146
四川卫视,http://116.18.38.152:8888/udp/239.77.1.30:5146
四川卫视,http://116.18.38.152:8888/udp/239.77.1.215:5146
四川卫视,http://116.18.38.152:8888/udp/239.77.0.159:5146
四川卫视,http://116.18.38.152:8888/udp/239.77.0.163:5146
河南卫视,http://116.18.38.152:8888/udp/239.77.0.61:5146
河南卫视,http://116.18.38.152:8888/udp/239.77.1.58:5146
河南卫视,http://116.18.38.152:8888/udp/239.77.1.229:5146
河南卫视,http://116.18.38.152:8888/udp/239.77.0.17:5146
云南卫视,http://116.18.38.152:8888/udp/239.77.0.62:5146
云南卫视,http://116.18.38.152:8888/udp/239.77.1.72:5146
云南卫视,http://116.18.38.152:8888/udp/239.253.43.37:5146
云南卫视,http://116.18.38.152:8888/udp/239.253.43.100:5146
重庆卫视,http://116.18.38.152:8888/udp/239.77.0.63:5146
重庆卫视,http://116.18.38.152:8888/udp/239.77.1.16:5146
重庆卫视,http://116.18.38.152:8888/udp/239.77.1.162:5146
重庆卫视,http://116.18.38.152:8888/udp/239.77.1.210:5146
重庆卫视,http://116.18.38.152:8888/udp/239.77.0.182:5146
河北卫视,http://116.18.38.152:8888/udp/239.77.0.64:5146
河北卫视,http://116.18.38.152:8888/udp/239.77.1.60:5146
河北卫视,http://116.18.38.152:8888/udp/239.77.1.214:5146
河北卫视,http://116.18.38.152:8888/udp/239.77.0.148:5146
东南卫视,http://116.18.38.152:8888/udp/239.77.0.65:5146
东南卫视,http://116.18.38.152:8888/udp/239.77.1.1:5146
东南卫视,http://116.18.38.152:8888/udp/239.77.1.213:5146
东南卫视,http://116.18.38.152:8888/udp/239.77.1.104:5146
湖南卫视,http://27.10.72.86:8001/udp/225.0.4.75:7980
浙江卫视,http://27.10.72.86:8001/udp/225.0.4.81:7980
江苏卫视,http://27.10.72.86:8001/udp/225.0.4.79:7980
安徽卫视,http://27.10.72.86:8001/udp/225.0.4.133:7980
广东卫视,http://27.10.72.86:8001/udp/225.0.4.84:7980
北京卫视,http://27.10.72.86:8001/udp/225.0.4.78:7980
天津卫视,http://27.10.72.86:8001/udp/225.0.4.82:7980
辽宁卫视,http://27.10.72.86:8001/udp/225.0.4.98:7980
东方卫视,http://27.10.72.86:8001/udp/225.0.4.80:7980
河北卫视,http://27.10.72.86:8001/udp/225.0.4.174:7980
贵州卫视,http://27.10.72.86:8001/udp/225.0.4.175:7980
山东卫视,http://27.10.72.86:8001/udp/225.0.4.199:7980
东南卫视,http://27.10.72.86:8001/udp/225.0.4.200:7980
黑龙江卫视,http://27.10.72.86:8001/udp/225.0.4.201:7980
深圳卫视,http://27.10.72.86:8001/udp/225.0.4.202:7980
江西卫视,http://27.10.72.86:8001/udp/225.0.4.203:7980
四川卫视,http://27.10.72.86:8001/udp/225.0.4.204:7980
重庆卫视,http://27.10.72.86:8001/udp/225.0.4.187:7980
湖南卫视,http://27.10.72.86:8002/udp/225.0.4.75:7980
浙江卫视,http://27.10.72.86:8002/udp/225.0.4.81:7980
江苏卫视,http://27.10.72.86:8002/udp/225.0.4.79:7980
安徽卫视,http://27.10.72.86:8002/udp/225.0.4.133:7980
广东卫视,http://27.10.72.86:8002/udp/225.0.4.84:7980
北京卫视,http://27.10.72.86:8002/udp/225.0.4.78:7980
天津卫视,http://27.10.72.86:8002/udp/225.0.4.82:7980
辽宁卫视,http://27.10.72.86:8002/udp/225.0.4.98:7980
东方卫视,http://27.10.72.86:8002/udp/225.0.4.80:7980
河北卫视,http://27.10.72.86:8002/udp/225.0.4.174:7980
贵州卫视,http://27.10.72.86:8002/udp/225.0.4.175:7980
山东卫视,http://27.10.72.86:8002/udp/225.0.4.199:7980
东南卫视,http://27.10.72.86:8002/udp/225.0.4.200:7980
黑龙江卫视,http://27.10.72.86:8002/udp/225.0.4.201:7980
深圳卫视,http://27.10.72.86:8002/udp/225.0.4.202:7980
江西卫视,http://27.10.72.86:8002/udp/225.0.4.203:7980
四川卫视,http://27.10.72.86:8002/udp/225.0.4.204:7980
重庆卫视,http://27.10.72.86:8002/udp/225.0.4.187:7980
地方,#genre#
测试TVB剧集/体彩,http://110.72.71.96:808/hls/57/index.m3u8
测试TVBJ,http://110.72.71.96:808/hls/58/index.m3u8
广西综艺,http://110.72.71.96:808/hls/334/index.m3u8
广西影视,http://110.72.71.96:808/hls/201/index.m3u8
贵港新闻综合,http://110.72.71.96:808/hls/7/index.m3u8
平南综合频道,http://110.72.71.96:808/hls/6/index.m3u8
广告宣传,http://110.72.71.96:808/hls/10/index.m3u8
嘉嘉卡通,http://110.72.71.96:808/hls/12/index.m3u8
广东体育,http://110.72.71.96:808/hls/13/index.m3u8
珠江台,http://110.72.71.96:808/hls/24/index.m3u8
广东影视,http://110.72.71.96:808/hls/59/index.m3u8
金鹰卡通,http://110.72.71.96:808/hls/26/index.m3u8
炫动卡通,http://110.72.71.96:808/hls/28/index.m3u8
中国教育1,http://110.72.71.96:808/hls/129/index.m3u8
卡酷动漫,http://110.72.71.96:808/hls/138/index.m3u8
中国电影,http://110.72.71.96:808/hls/61/index.m3u8
优漫卡通,http://110.72.71.96:808/hls/31/index.m3u8
山东教育,http://110.72.71.96:808/hls/36/index.m3u8
中国电影2,http://110.72.71.96:808/hls/65/index.m3u8
凤凰资讯,http://110.72.71.96:808/hls/63/index.m3u8
香港音乐,http://110.72.71.96:808/hls/64/index.m3u8
凤凰中文,http://110.72.71.96:808/hls/83/index.m3u8
北京国际,http://110.72.71.96:808/hls/68/index.m3u8
东方海外,http://110.72.71.96:808/hls/69/index.m3u8
广西公共,http://110.72.71.96:808/hls/202/index.m3u8
广西都市,http://110.72.71.96:808/hls/204/index.m3u8
广西新闻,http://110.72.71.96:808/hls/206/index.m3u8
法治天地,http://110.72.71.96:808/hls/207/index.m3u8
游戏风云,http://110.72.71.96:808/hls/215/index.m3u8
魅力时尚,http://110.72.71.96:808/hls/219/index.m3u8
经典电影,http://110.72.71.96:808/hls/220/index.m3u8
广西,http://110.72.71.96:808/hls/1001/index.m3u8
湖南,http://110.72.71.96:808/hls/1003/index.m3u8
东方,http://110.72.71.96:808/hls/1004/index.m3u8
北京,http://110.72.71.96:808/hls/1005/index.m3u8
浙江,http://110.72.71.96:808/hls/1006/index.m3u8
江苏,http://110.72.71.96:808/hls/1007/index.m3u8
深圳,http://110.72.71.96:808/hls/1008/index.m3u8
天津,http://110.72.71.96:808/hls/1009/index.m3u8
山东,http://110.72.71.96:808/hls/1011/index.m3u8
湖北,http://110.72.71.96:808/hls/1010/index.m3u8
广东,http://110.72.71.96:808/hls/1002/index.m3u8
金色频道,http://110.72.71.96:808/hls/1021/index.m3u8
碟战剧场,http://110.72.71.96:808/hls/1024/index.m3u8
相声小品,http://110.72.71.96:808/hls/1025/index.m3u8
IPTV野外,http://110.72.71.96:808/hls/1027/index.m3u8
IPTV法治,http://110.72.71.96:808/hls/1028/index.m3u8
IPTV3,http://110.72.71.96:808/hls/2012/index.m3u8
IPTV5,http://110.72.71.96:808/hls/2014/index.m3u8
IPTV6,http://110.72.71.96:808/hls/2015/index.m3u8
IPTV8,http://110.72.71.96:808/hls/2017/index.m3u8
凤凰资讯,http://110.72.71.96:808/hls/1/index.m3u8
热播剧场,http://110.72.71.96:808/hls/220/index.m3u8
测试TVB剧集/体彩,http://110.72.66.173:808/hls/57/index.m3u8
测试TVBJ,http://110.72.66.173:808/hls/58/index.m3u8
广西综艺,http://110.72.66.173:808/hls/334/index.m3u8
广西影视,http://110.72.66.173:808/hls/201/index.m3u8
贵港新闻综合,http://110.72.66.173:808/hls/7/index.m3u8
平南综合频道,http://110.72.66.173:808/hls/6/index.m3u8
广告宣传,http://110.72.66.173:808/hls/10/index.m3u8
嘉嘉卡通,http://110.72.66.173:808/hls/12/index.m3u8
广东体育,http://110.72.66.173:808/hls/13/index.m3u8
珠江台,http://110.72.66.173:808/hls/24/index.m3u8
广东影视,http://110.72.66.173:808/hls/59/index.m3u8
金鹰卡通,http://110.72.66.173:808/hls/26/index.m3u8
炫动卡通,http://110.72.66.173:808/hls/28/index.m3u8
中国教育1,http://110.72.66.173:808/hls/129/index.m3u8
卡酷动漫,http://110.72.66.173:808/hls/138/index.m3u8
中国电影,http://110.72.66.173:808/hls/61/index.m3u8
优漫卡通,http://110.72.66.173:808/hls/31/index.m3u8
山东教育,http://110.72.66.173:808/hls/36/index.m3u8
中国电影2,http://110.72.66.173:808/hls/65/index.m3u8
凤凰资讯,http://110.72.66.173:808/hls/63/index.m3u8
香港音乐,http://110.72.66.173:808/hls/64/index.m3u8
凤凰中文,http://110.72.66.173:808/hls/83/index.m3u8
北京国际,http://110.72.66.173:808/hls/68/index.m3u8
东方海外,http://110.72.66.173:808/hls/69/index.m3u8
广西公共,http://110.72.66.173:808/hls/202/index.m3u8
广西都市,http://110.72.66.173:808/hls/204/index.m3u8
广西新闻,http://110.72.66.173:808/hls/206/index.m3u8
法治天地,http://110.72.66.173:808/hls/207/index.m3u8
游戏风云,http://110.72.66.173:808/hls/215/index.m3u8
魅力时尚,http://110.72.66.173:808/hls/219/index.m3u8
经典电影,http://110.72.66.173:808/hls/220/index.m3u8
广西,http://110.72.66.173:808/hls/1001/index.m3u8
